MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
81418,,"The Nine Dragon Wall in Chicago’s Chinatown",,,2003,"Chinatown Chamber of Commerce",41.85304,-87.63142,,"Chicago","Chinatown","Cook County","Illinois","It is at the intersection of West Cermak Road and South Wentworth Avenue, on the right when traveling west on West Cermak Road. <font color=red> Reported permanently removed.</font>",Confirmed Missing,https://www.hmdb.org/m.asp?m=81418,3/13/2015,2/25/2025
81423,,"Illinois & Michigan Canal","National Heritage Corridor",,,,41.89124,-87.61102,,"Chicago","Streeterville","Cook County","Illinois","It is at the intersection of North Streeter Drive and East Illinois Street, on the left when traveling south on North Streeter Drive. ",,https://www.hmdb.org/m.asp?m=81423,3/13/2015,1/30/2023
81430,,"The Water Tower & Great Chicago Fire","Near North Area Map",,,,41.89687,-87.62461,"806 North Michigan Avenue","Chicago","Streeterville","Cook County","Illinois","It is at the intersection of East Chicago Avenue and North Michigan Avenue, on the left when traveling east on East Chicago Avenue. ",,https://www.hmdb.org/m.asp?m=81430,3/13/2015,1/20/2024
81432,,"State Street","Chicago Cultural Walk",,1996,"City of Chicago",41.87766,-87.62781,"310 South State Street","Chicago","The Loop District","Cook County","Illinois","It is on South State Street south of West Jackson Boulevard, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=81432,3/13/2015,1/30/2023
81507,,"Soldiers & Sailors Monument","Rosehill Cemetery",,1869,,41.98666,-87.67652,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","It can be reached from the intersection of North Ravenswood Avenue and West Rosehill Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=81507,3/14/2015,1/30/2023
81514,,"George B. Armstrong","Rosehill Cemetery",,1871,,41.98675,-87.67605,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","It is on North Ravenswood Avenue near West Rosehill Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=81514,3/15/2015,1/30/2023
81516,,"WWI Memorial",,,1928,"10th Congessional District Service Men's Club, Inc.",41.98620,-87.66963,,"Chicago","Andersonville","Cook County","Illinois","It is at the intersection of North Ashland Avenue and North Clark Street, on the right when traveling north on North Ashland Avenue. ",,https://www.hmdb.org/m.asp?m=81516,3/15/2015,1/30/2023
81517,,"Chicago Board of Trade Battery","July 1862 — July 1865","Rosehill Cemetery",1901,,41.98633,-87.67678,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","It can be reached from the intersection of North Ravenswood Avenue and West Rosehill Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=81517,3/15/2015,1/30/2023
81518,,"St. Boniface Union Soldiers Monument","St. Boniface Catholic Cemetery",,1887,"St. Boniface Union Soldiers Monument and Memorial Association",41.97140,-87.66745,"4901 North Clark Street","Chicago","Ravenswood","Cook County","Illinois","It is at the intersection of North Clark Street and West Ainslie Street, on the left when traveling south on North Clark Street. ",,https://www.hmdb.org/m.asp?m=81518,3/15/2015,1/30/2023
81533,,"Battery A Chicago Light Artillery","1861 — 1865","Rosehill Cemetery",,,41.98678,-87.67628,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","It can be reached from the intersection of North Ravenswood Avenue and West Rosehill Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=81533,3/15/2015,1/30/2023
81534,,"Co. B. 1st Reg. Ill. L't Artillery.","Rosehill Cemetery",,,,41.98656,-87.67627,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","It can be reached from the intersection of North Ravenswood Avenue and West Rosehill Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=81534,3/15/2015,1/30/2023
82399,,"West Side Grounds","Home Field of the Chicago National League Ball Club from 1893 to 1915",,2008,"Way Out in Left Field Society, Illinois Medical District, University of Illinois at Chicago & Illinois State Historical Society",41.87005,-87.67155,"912 South Wood Street","Chicago","Near West Side","Cook County","Illinois","It is on South Wood Street near West Taylor StreetThi when traveling south. ",,https://www.hmdb.org/m.asp?m=82399,4/26/2015,1/30/2023
82400,,"Former Site of the “Zum Deutschen Eck” Restaurant",,,,,41.93512,-87.66373,"2932 North Southport Avenue","Chicago","Lake View","Cook County","Illinois","It is at the intersection of North Southport Avenue and West Oakdale Avenue on North Southport Avenue. ",,https://www.hmdb.org/m.asp?m=82400,4/24/2015,1/30/2023
92465,,"Palmer House Hotel","Holabird & Roche, architects","1925-27",2006,"Commission of Chicago Landmarks",41.88069,-87.62700,"17 East Monroe Street","Chicago","The Loop District","Cook County","Illinois","It is on East Monroe Street near South State Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=92465,2/4/2016,1/30/2023
94316,,"Florsheim Shoe Company Building","Alfred S. Alschuler, architect • 1924-26","Chicago Landmark",2006,"Commission on Chicago Landmarks",41.93901,-87.72657,"3963 West Belmont Avenue","Chicago","Avondale","Cook County","Illinois","It is at the intersection of Belmont Avenue and Pulaski Road, on the left when traveling west on Belmont Avenue. ",,https://www.hmdb.org/m.asp?m=94316,4/28/2016,1/30/2023
94318,,"Sauganash Veterans Memorial",,,,,41.99012,-87.74226,"4600 West Peterson Avenue","Chicago","Forest Glen","Cook County","Illinois","It is at the intersection of Peterson Avenue (U.S. 14) and Forest Glen Avenue, on the right when traveling west on Peterson Avenue. ",,https://www.hmdb.org/m.asp?m=94318,4/28/2016,1/30/2023
94331,,"Rosehill Cemetery Entrance","William W. Boyington, architect • 1864","Chicago Landmark",1980,"Commission on Chicago Historical and Architectural Landmarks",41.98665,-87.67529,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","It is at the intersection of Ravenswood Avenue and Rosehill Drive, on the left when traveling north on Ravenswood Avenue. ",,https://www.hmdb.org/m.asp?m=94331,4/29/2016,1/30/2023
94332,,"Union Civil War Soldiers",,,1993,"General George Armstrong Custer<br> Camp #1, Chicago, Dept of Illinois, SUVCW",41.98662,-87.67593,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","",,https://www.hmdb.org/m.asp?m=94332,4/29/2016,1/30/2023
94333,,"Thomas Edwin Greenfield Ransom","Brevet Major General","United States Volunteers",,,41.98659,-87.67587,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","",,https://www.hmdb.org/m.asp?m=94333,4/29/2016,5/20/2023
94342,,"Frances E. Willard","Sept. 28 1839 • Feb. 17 1898",,,,41.98732,-87.67645,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","",,https://www.hmdb.org/m.asp?m=94342,4/29/2016,1/30/2023
94343,,"Firefighters Memorial",,,1864,"Firemens Benevolent Association",41.98756,-87.67656,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","",,https://www.hmdb.org/m.asp?m=94343,4/30/2016,1/30/2023
94346,,"Reverend Georg L. Mulfinger",,,,"Mulfinger Family and Friends",41.98782,-87.67629,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","",,https://www.hmdb.org/m.asp?m=94346,4/30/2016,1/30/2023
94347,,"George S. Bangs","Died November 17, 1877",,,,41.98874,-87.67627,"5800 North Ravenswood Avenue","Chicago","Lincoln Square","Cook County","Illinois","",,https://www.hmdb.org/m.asp?m=94347,4/30/2016,1/30/2023
94353,,"Graves Family Monument",,,1909,"the Graves Family",41.95539,-87.65968,"4001 North Clark Street","Chicago","Uptown","Cook County","Illinois","It is on Evergreen Avenue, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=94353,5/1/2016,1/30/2023
94366,,"Joseph R. Scott","Col. 19th Regt. Ill. Volunteer Infantry","February 2 1838 - July 8 1863",,,41.95545,-87.66071,"4001 North Clark Street","Chicago","Uptown","Cook County","Illinois","It is on Main Avenue, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=94366,5/1/2016,1/30/2023
94368,,"John A. ""Jack"" Johnson","1878 - 1946",,,,41.95745,-87.65824,"4001 North Clark Street","Chicago","Uptown","Cook County","Illinois","It can be reached from Main Avenue, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=94368,5/1/2016,1/30/2023
94369,,"Earl Seymour Wharton Reebie","Dec. 13, 1918 • June 26, 1944","In Memory Of",,,41.95989,-87.65970,"4001 North Clark Street","Chicago","Uptown","Cook County","Illinois","It is at the intersection of Lake Avenue and Main Avenue, on the left when traveling north on Lake Avenue. ",,https://www.hmdb.org/m.asp?m=94369,5/1/2016,1/30/2023
94372,,"Claude Seymour Reebie","Oct. 5, 1922 • March 25, 1951","In Memory Of",,,41.95989,-87.65970,"4001 North Clark Street","Chicago","Uptown","Cook County","Illinois","It is at the intersection of Lake Avenue and Main Avenue, on the left when traveling north on Lake Avenue. ",,https://www.hmdb.org/m.asp?m=94372,5/1/2016,1/30/2023
94373,,"Louis Henri Sullivan","1856 • 1934",,,"Friends of Louis Henri Sullivan",41.95982,-87.65895,"4001 North Clark Street","Chicago","Uptown","Cook County","Illinois","It is on Lake Avenue north of Main Avenue, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=94373,5/1/2016,1/30/2023
94388,,"John Peter Altgeld","Citizen, Volunteer Soldier, Lawyer, Judge, Orator","Governor of Illinois",,"The John P. Altgeld Memorial Association",41.96095,-87.65882,"4001 North Clark Street","Chicago","Uptown","Cook County","Illinois","It is on Woodlawn Avenue south of Maple Avenue, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=94388,5/2/2016,1/30/2023
94392,,"Getty Tomb","Adler and Sullivan, architects • 1890","Chicago Landmark",1971,"Commission on Chicago Historical and Architectural Landmarks",41.96128,-87.66119,"4001 North Clark Street","Chicago","Uptown","Cook County","Illinois","It is at the intersection of Lake Avenue and Evergreen Avenue, in the median on Lake Avenue. ",,https://www.hmdb.org/m.asp?m=94392,5/2/2016,1/30/2023
94404,,"Kwanusila",,,1986,"Kraft, Inc.",41.94896,-87.64245,"3510 North Recreation Drive","Chicago","Lake View","Cook County","Illinois","It is on North Recreation Drive near West Addison Drive, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=94404,5/3/2016,1/30/2023
94409,,"Blackstone Hotel","Marshall & Fox, architects","1910",1998,"Commission of Chicago Landmarks",41.87322,-87.62474,"66 East Balboa Avenue","Chicago","The Loop District","Cook County","Illinois","It is on East Balboa Avenue near South Michigan Avenue, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=94409,5/3/2016,5/14/2023
94413,,"Melamerson Athletic Field","About Dorothy Melamerson...",,,"Chicago Park District",41.92130,-87.64539,"2021 North Burling Street","Chicago","Lincoln Park","Cook County","Illinois","It can be reached from W Webster Street. ",,https://www.hmdb.org/m.asp?m=94413,5/3/2016,7/3/2025
98892,,"Saint Frances Xavier Cabrini","July 15, 1850-December 22, 1917",,2011,"The Societa Santa Fara di Cinisi (Chicago)",41.87132,-87.65720,"1205 Cabrini","Chicago","Little Italy","Cook County","Illinois","It is on West Cabrini Street just west of Racine Ave., on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=98892,10/20/2016,12/15/2023
99369,,"The Discoverers",,,1928,"William Wrigley Jr.",41.88924,-87.62405,,"Chicago","Streeterville","Cook County","Illinois","It is at the intersection of North Michigan Avenue and The River Esplanade on North Michigan Avenue. ",,https://www.hmdb.org/m.asp?m=99369,11/7/2016,1/30/2023
99401,,"The Pioneers",,,1928,,41.88931,-87.62447,,"Chicago","Magnificent Mile","Cook County","Illinois","It is on North Michigan Avenue, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=99401,11/9/2016,1/30/2023
99534,,"Chicago River",,,1953,"Society of Colonial Wars in the State of Illinois",41.88844,-87.62461,,"Chicago","The Loop District","Cook County","Illinois","It is at the intersection of North Michigan Avenue and East Wacker Drive on North Michigan Avenue. ",,https://www.hmdb.org/m.asp?m=99534,11/12/2016,1/30/2023
99684,,"Harold Washington","1924-1987","Mayor Of The City Of Chicago",,,41.87639,-87.62783,"400 South State Street","Chicago","The Loop District","Cook County","Illinois","It can be reached from State Street. ",,https://www.hmdb.org/m.asp?m=99684,11/17/2016,1/30/2023
99710,,"Jane Addams' Hull House",,,,,41.87165,-87.64735,"800 South Halsted Street","Chicago","Little Italy","Cook County","Illinois","It is on South Halsted Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=99710,11/19/2016,1/30/2023
99733,,"Louis Jolliet & Père Jacques Marquette",,,,,41.88917,-87.62412,"407 North Michigan Avenue","Chicago","Streeterville","Cook County","Illinois","It is on North Michigan Avenue, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=99733,11/23/2016,1/30/2023
99739,,"Catherine and Jean-Baptiste Point du Sable","Fur traders and farmers","Chicago Tribute",,,41.89005,-87.62395,"419 North Michigan Avenue","Chicago","Streeterville","Cook County","Illinois","It is on North Michigan Avenue when traveling north. ",,https://www.hmdb.org/m.asp?m=99739,11/23/2016,1/30/2023
99757,,"Crane Company Building","Built 1913",,,,41.87073,-87.62465,"888 South Michigan Avenue","Chicago","The Loop District","Cook County","Illinois","It can be reached from the intersection of 9th Street and South Michigan Avenue. ",,https://www.hmdb.org/m.asp?m=99757,11/23/2016,1/30/2023
99761,,"Central Station Fragments",,,2015,"Chicago Park District",41.86806,-87.62274,"1135 South Michigan Ave","Chicago","The Loop District","Cook County","Illinois","It can be reached from South Michigan Ave. ",,https://www.hmdb.org/m.asp?m=99761,11/25/2016,1/30/2023
99770,,"St. Patrick's Church",,,,,41.87936,-87.64424,"700 West Adams Street","Chicago","West Loop","Cook County","Illinois","It is at the intersection of West Adams Street and Des Plaines Street, on the right when traveling north on West Adams Street. ",,https://www.hmdb.org/m.asp?m=99770,11/25/2016,10/15/2024
99817,,"The Sisters of Mercy",,,1964,,41.88183,-87.62465,"8 Michigan Avenue","Chicago","The Loop District","Cook County","Illinois","It is on Michigan Avenue. ",,https://www.hmdb.org/m.asp?m=99817,11/25/2016,1/30/2023
99883,,"Fairbanks Morse & Company Building",,,,,41.87037,-87.62608,"900 South Wabash Avenue","Chicago","The Loop District","Cook County","Illinois","It can be reached from the intersection of South Wabash Avenue and 9th Street. ",,https://www.hmdb.org/m.asp?m=99883,11/25/2016,1/30/2023
99908,,"Hotel Somerset",,,,,41.86767,-87.62601,"1152 South Wabash Ave","Chicago","The Loop District","Cook County","Illinois","It can be reached from the intersection of South Wabash Avenue and Roosevelt Road. ",,https://www.hmdb.org/m.asp?m=99908,11/25/2016,5/13/2023
99911,,"Paul Muni","Actor 1895-1967",,,,41.86729,-87.64592,,"Chicago","Little Italy","Cook County","Illinois","It can be reached from West Roosevelt Road. ",,https://www.hmdb.org/m.asp?m=99911,11/25/2016,1/30/2023
